Id,SalePrice
1461,109431.038
1462,144448.5
1463,178561.73
1464,177337.6
1465,164741.38
1466,189905.43
1467,175748.38
1468,173690.014
1469,171111.24
1470,123654.466
1471,177513.274
1472,88508.28000000004
1473,89348.86333333334
1474,145754.9
1475,128407.01166666666
1476,326452.878
1477,258219.516
1478,252657.328
1479,281263.116
1480,427791.22
1481,314548.316
1482,198080.944
1483,179560.458
1484,156779.826
1485,164008.428
1486,209904.856
1487,244275.174
1488,227149.964
1489,199076.788
1490,230643.564
1491,187024.22
1492,95685.05133333334
1493,232261.3
1494,292486.95
1495,244268.26
1496,241224.73533333332
1497,169939.6
1498,148403.71893333335
1499,148782.55653333332
1500,155831.8066666667
1501,170486.866
1502,113400.19853333331
1503,277193.446
1504,224790.38
1505,206291.20266666665
1506,199296.1
1507,292277.514
1508,200977.098
1509,171887.26
1510,139611.0
1511,144470.3
1512,168547.22
1513,152189.284
1514,291802.364
1515,310904.114
1516,128924.912
1517,166189.542
1518,125070.961
1519,253937.998
1520,139728.8
1521,143047.064
1522,162014.7
1523,132224.102
1524,124617.164
1525,114739.8
1526,136818.616
1527,120332.754
1528,126669.3
1529,142245.0766666667
1530,161126.066
1531,138289.68
1532,111706.8
1533,113537.714
1534,124457.942
1535,160342.872
1536,128692.716
1537,93146.186
1538,139247.082
1539,237376.802
1540,140837.644
1541,152613.11666666667
1542,123314.55733333333
1543,202507.816
1544,78946.822
1545,103380.5
1546,115564.112
1547,141719.1
1548,130922.268
1549,101191.5
1550,140487.8
1551,115310.30866666668
1552,174397.486
1553,190469.05
1554,138879.852
1555,157525.58
1556,109217.566
1557,114390.546
1558,53487.0
1559,130024.948
1560,136770.95
1561,200011.51
1562,129569.4
1563,121336.796
1564,153901.81565714284
1565,180248.46
1566,208376.62
1567,78773.832
1568,235560.56
1569,142956.684
1570,148217.93333333335
1571,153462.46
1572,158652.8
1573,283893.88
1574,145585.9
1575,176245.48
1576,214184.4
1577,203197.372
1578,142292.238
1579,142478.23
1580,186876.0
1581,153734.46666666667
1582,121107.6
1583,321648.008
1584,250501.96
1585,136615.04785714278
1586,95731.332
1587,113801.92933333335
1588,145603.936
1589,114628.504
1590,129899.28466666666
1591,119706.04066666665
1592,165945.75
1593,109928.36
1594,163182.012
1595,161446.416
1596,236492.66
1597,203700.828
1598,169595.098
1599,138964.77952380956
1600,149264.374
1601,90575.94933333332
1602,108618.022
1603,110168.524
1604,272100.554
1605,240432.88
1606,163838.396
1607,194073.658
1608,213491.82
1609,194423.54
1610,174229.53
1611,205616.8
1612,194314.33
1613,163875.22
1614,123751.77666666666
1615,86198.85666666667
1616,88840.23333333334
1617,88903.36666666665
1618,126306.5
1619,127435.8
1620,194371.054
1621,149549.402
1622,133820.77714285714
1623,223794.92
1624,176302.136
1625,111538.144
1626,173822.1
1627,166985.216
1628,240476.864
1629,167623.508
1630,414751.37
1631,224830.626
1632,278226.162
1633,156230.832
1634,181116.976
1635,183442.002
1636,146014.2966666667
1637,183977.018
1638,195237.122
1639,196353.394
1640,291931.298
1641,232091.026
1642,216465.802
1643,207631.18
1644,212795.152
1645,173442.216
1646,152841.2666666667
1647,160415.3
1648,139210.82546666666
1649,142207.6
1650,123834.16
1651,119763.466
1652,96646.50000000001
1653,95261.78666666668
1654,154801.284
1655,138122.53928571427
1656,146254.0
1657,156431.284
1658,146547.36080000002
1659,127076.51166666666
1660,145013.1333333333
1661,407330.522
1662,352679.522
1663,388356.234
1664,478415.636
1665,283341.28
1666,304131.886
1667,338260.506
1668,329570.462
1669,241895.374
1670,344513.288
1671,310951.478
1672,424656.06
1673,288018.436
1674,226135.464
1675,199066.31
1676,201308.078
1677,211941.932
1678,431301.996
1679,353128.698
1680,361284.294
1681,229130.316
1682,280877.318
1683,184594.05
1684,167064.42
1685,170999.114
1686,176798.316
1687,157728.714
1688,174528.124
1689,173961.25
1690,180993.766
1691,167559.762
1692,215940.7
1693,158318.678
1694,182643.828
1695,174240.48
1696,293487.336
1697,171468.08
1698,335151.658
1699,323539.708
1700,243367.536
1701,275517.24
1702,261580.202
1703,258477.014
1704,301420.116
1705,196977.552
1706,450593.214
1707,231130.48266666665
1708,224200.33
1709,253103.274
1710,219066.51466666666
1711,230891.428
1712,286255.264
1713,290819.51
1714,211293.388
1715,204960.04
1716,181243.768
1717,150899.8
1718,145124.6286666667
1719,213963.404
1720,219712.794
1721,148375.7666666667
1722,150445.1
1723,151967.83333333337
1724,225300.20866666664
1725,230089.12
1726,197205.81
1727,169346.99066666668
1728,185101.376
1729,160704.888
1730,151995.162
1731,130695.45
1732,118349.782
1733,112818.348
1734,119315.76066666667
1735,129826.9
1736,113964.878
1737,233122.256
1738,206027.908
1739,246564.302
1740,261337.718
1741,205755.402
1742,170486.866
1743,175269.658
1744,334149.566
1745,209875.484
1746,169904.9326
1747,185207.172
1748,299921.664
1749,151751.118
1750,142793.602
1751,259544.736
1752,109190.474
1753,167981.5866666667
1754,183480.974
1755,166372.902
1756,121604.974
